object_name,spec_name,redshift,CIV_blueshift,CIV_EW,f2500,components_used,manual_masking_applied,forced_components
2MASS J10074455+5007467_COS,2MASS J10074455+5007467_COS,0.2118716093544684,59.38121176138286,95.7343484871451,0.42290772454998166,,False,False
2MASS J10115298+5442063_COS,2MASS J10115298+5442063_COS,0.2461937341259831,2055.57348271678,177.1472160714328,0.46343344013998405,,False,False
2MASS J10215235+4645158_COS,2MASS J10215235+4645158_COS,0.204389520172524,9038.664584247608,2.8440566028788363,6.222079271135804,,False,False
2MASS J10233966+5233496_COS,2MASS J10233966+5233496_COS,0.1356801793143951,-217.00183287294783,70.20870131217157,0.5171911609416309,,False,False
2MASS J10332064+2740242_STIS,2MASS J10332064+2740242_STIS,0.5366955333305911,-1533.3014946949936,62.43018603808627,0.5271605237794974,,False,False
2MASS J11113865+5750298_STIS,2MASS J11113865+5750298_STIS,0.4655455634926327,887.0008002684879,19.598742384432537,0.5718455962389621,,False,False
2MASS J11191611+1101069_COS,2MASS J11191611+1101069_COS,0.3938676883145244,-632.0507525105193,742.692224365857,0.4654833642258181,,False,False
2MASS J11243917+4201450_COS,2MASS J11243917+4201450_COS,0.2251139627299986,611.3922089991388,671.3152652302017,0.8122689588171936,,False,False
2MASS J11243917+4201450_FOS,2MASS J11243917+4201450_FOS,0.2251139627299986,404.4969925394556,41.743381971268356,0.5617769630522168,,False,False
2MASS J11575874-0022208_COS,2MASS J11575874-0022208_COS,0.2601715363224793,-2646.2297028680578,41.43915001299443,0.5593395571617914,,False,False
2MASS J12253479-0247571_COS,2MASS J12253479-0247571_COS,0.1954394957730914,749.2255466349936,40.956519478889305,0.39553971615924116,,False,False
2MASS J12305003+0115226_COS,2MASS J12305003+0115226_COS,0.117,887.0008002684879,2.8111954840261473,0.4881894529926927,,False,False
2MASS J12305003+0115226_STIS,2MASS J12305003+0115226_STIS,0.117,2946.0786844618933,16.60577719249218,0.28496315467978184,,False,False
2MASS J12514225+2404355_COS,2MASS J12514225+2404355_COS,0.188207138877108,-78.78126855460229,159.70855751122295,0.5429859619621907,,False,False
2MASS J12514225+2404355_STIS,2MASS J12514225+2404355_STIS,0.188207138877108,611.3922089991388,59.09234889607473,1.9237459516389472,,False,False
2MASS J13304515+2813216_COS,2MASS J13304515+2813216_COS,0.4171968473498484,749.2255466349936,69.71916797579182,-4.4241516359896105,,False,False
2MASS J13470152+2154008_STIS,2MASS J13470152+2154008_STIS,0.5022094289925365,59.38121176138286,36.93706209910757,0.541366892060364,,False,False
2MASS J13571260+1704439_COS,2MASS J13571260+1704439_COS,0.1509047488583722,-78.78126855460229,98.58265731108189,0.3210475177198336,,False,False
2MASS J14162560+5354386_STIS,2MASS J14162560+5354386_STIS,0.2629867801421608,-286.1411570333448,180.7746133567441,0.7249014756402911,,False,False
2MASS J14294306+4747262_COS,2MASS J14294306+4747262_COS,0.2201802978449285,197.48560807496355,25.53178559949443,0.27114463966769664,,False,False
2MASS J14294306+4747262_FOS,2MASS J14294306+4747262_FOS,0.2201802978449285,-286.1411570333448,56.84004111223626,0.640459861858089,,False,False
2MASS J14441467+0633067_COS,2MASS J14441467+0633067_COS,0.2082787421218677,335.5125590520637,83.55386397804071,0.4736082501773091,,False,False
2MASS J14464593+4035057_FOS,2MASS J14464593+4035057_FOS,0.2705840249572124,3561.0333789400174,16.40350561892381,0.6153539519893708,,False,False
2MASS J15213967+0337292_COS,2MASS J15213967+0337292_COS,0.1262864548589803,-562.8339830136417,132.2479472835868,0.973282923846089,,False,False
2MASS J15265460+5655124_STIS,2MASS J15265460+5655124_STIS,0.4819870471821878,473.48142602680343,37.78538914410339,0.5900553161083878,,False,False
2MASS J15322879+0453581_COS,2MASS J15322879+0453581_COS,0.2182197726059885,-770.5230141725146,196.7716670309323,0.433005548001159,,False,False
